Reference_GenBank,Other_GenBank,Jaccard_Similarity_Score
window_68--NPDC050504,window_106--GCA_900110755.1,0.005322924059616751
window_68--NPDC050504,window_120--NPDC004732,0.1100070972320795
window_68--NPDC050504,window_126--GCA_014649235.1,0.1085876508161817
window_68--NPDC050504,window_128--NPDC015242,0.032894736842105275
window_68--NPDC050504,window_136--NPDC007153,0.027160493827160497
window_68--NPDC050504,window_159--GCA_005938145.1,0.027275947573503375
window_68--NPDC050504,window_202--NPDC001789,0.08800567778566361
window_68--NPDC050504,window_225--NPDC025244,0.027324343506032654
window_68--NPDC050504,window_236--NPDC045608,0.027160493827160497
window_68--NPDC050504,window_237--NPDC001922,0.027324343506032654
window_68--NPDC050504,window_254--GCA_014203475.1,0.1085876508161817
window_68--NPDC050504,window_267--NPDC046215,0.027324343506032654
window_68--NPDC050504,window_268--NPDC025403,0.013839602555003553
window_68--NPDC050504,window_296--GCA_022698305.1,0.1085876508161817
window_68--NPDC050504,window_320--NPDC004259,0.08587650816181691
window_68--NPDC050504,window_324--NPDC006537,0.027324343506032654
window_68--NPDC050504,window_328--GCA_008704495.1,0.0794889992902768
window_68--NPDC050504,window_330--NPDC006439,0.027324343506032654
window_68--NPDC050504,window_332--NPDC053390,0.027324343506032654
window_68--NPDC050504,window_338--NPDC023457,0.027324343506032654
window_68--NPDC050504,window_343--GCA_039524935.1,0.027324343506032654
window_68--NPDC050504,window_352--NPDC049867,0.11533002129169626
window_68--NPDC050504,window_359--NPDC005853,0.027160493827160497
window_68--NPDC050504,window_36--NPDC057840,0.009574468085106388
window_68--NPDC050504,window_37--NPDC025395,0.08587650816181691
window_68--NPDC050504,window_377--NPDC002055,0.027324343506032654
window_68--NPDC050504,window_38--NPDC057796,0.11426543647977291
window_68--NPDC050504,window_385--GCA_014654785.1,0.028388928317956
window_68--NPDC050504,window_389--NPDC053753,0.027324343506032654
window_68--NPDC050504,window_423--NPDC052115,0.08587650816181691
window_68--NPDC050504,window_430--NPDC057836,0.009574468085106388
window_68--NPDC050504,window_438--NPDC023046,0.027324343506032654
window_68--NPDC050504,window_439--NPDC041068,0.08942512420156142
window_68--NPDC050504,window_448--NPDC007050,0.027324343506032654
window_68--NPDC050504,window_455--NPDC057837,0.009574468085106388
window_68--NPDC050504,window_484--GCA_030490905.1,0.027160493827160497
window_68--NPDC050504,window_495--GCA_044326755.1,0.02895095367847412
window_68--NPDC050504,window_496--NPDC018347,0.0078069552874379024
window_68--NPDC050504,window_50--NPDC052114,0.08587650816181691
window_68--NPDC050504,window_502--NPDC012751,0.013839602555003553
window_68--NPDC050504,window_510--GCA_014656295.1,0.011355571327182403
window_68--NPDC050504,window_512--NPDC051636,0.027324343506032654
window_68--NPDC050504,window_533--NPDC007986,0.027324343506032654
window_68--NPDC050504,window_534--NPDC031945,0.027160493827160497
window_68--NPDC050504,window_535--NPDC024387,0.013839602555003553
window_68--NPDC050504,window_538--NPDC021725,0.027275947573503375
window_68--NPDC050504,window_571--GCA_008042075.1,0.009581263307310154
window_68--NPDC050504,window_584--NPDC021736,0.027275947573503375
window_68--NPDC050504,window_591--GCA_006088715.1,0.08587650816181691
window_68--NPDC050504,window_601--NPDC045376,0.027324343506032654
window_68--NPDC050504,window_64--NPDC045938,0.027324343506032654
window_68--NPDC050504,window_644--NPDC021450,0.024840312278211502
window_68--NPDC050504,window_653--NPDC059887,0.027324343506032654
window_68--NPDC050504,window_657--NPDC053751,0.021291696238467005
window_68--NPDC050504,window_68--NPDC050504,1.0
window_68--NPDC050504,window_680--GCA_014650495.1,0.027160493827160497
window_68--NPDC050504,window_690--NPDC020656,0.027160493827160497
window_68--NPDC050504,window_720--NPDC032246,0.027324343506032654
window_68--NPDC050504,window_734--NPDC020840,0.027160493827160497
window_68--NPDC050504,window_738--GCA_008704795.1,0.1085876508161817
window_68--NPDC050504,window_741--GCA_044326745.1,0.02895095367847412
window_68--NPDC050504,window_742--NPDC057838,0.009574468085106388
window_68--NPDC050504,window_747--NPDC021432,0.08800567778566361
window_68--NPDC050504,window_748--GCA_002556545.1,0.08800567778566361
window_68--NPDC050504,window_757--NPDC003691,0.0461320085166785
window_68--NPDC050504,window_781--GCA_044326795.1,0.02953439888811675
window_68--NPDC050504,window_790--NPDC053754,0.027324343506032654
window_68--NPDC050504,window_798--NPDC024139,0.027324343506032654
window_68--NPDC050504,window_807--GCA_003933965.1,0.009574468085106388
window_68--NPDC050504,window_815--NPDC057833,0.009574468085106388
window_68--NPDC050504,window_823--GCA_000590515.1,0.009210060219624517
window_68--NPDC050504,window_86--NPDC000785,0.08587650816181691
window_68--NPDC050504,window_9--GCA_036227125.1,0.0060326472675656505
