Reference_GenBank,Other_GenBank,Jaccard_Similarity_Score
window_352--NPDC049867,window_106--GCA_900110755.1,0.0036576444769568406
window_352--NPDC049867,window_120--NPDC004732,0.07656669105096318
window_352--NPDC049867,window_126--GCA_014649235.1,0.04462326261887345
window_352--NPDC049867,window_128--NPDC015242,0.006580550816475752
window_352--NPDC049867,window_136--NPDC007153,0.03376244838474618
window_352--NPDC049867,window_159--GCA_005938145.1,0.01850949829517779
window_352--NPDC049867,window_202--NPDC001789,0.04462326261887345
window_352--NPDC049867,window_225--NPDC025244,0.018532065349914657
window_352--NPDC049867,window_236--NPDC045608,0.018460043721156186
window_352--NPDC049867,window_237--NPDC001922,0.018532065349914657
window_352--NPDC049867,window_254--GCA_014203475.1,0.04462326261887345
window_352--NPDC049867,window_267--NPDC046215,0.03338136407300672
window_352--NPDC049867,window_268--NPDC025403,0.009266032674957328
window_352--NPDC049867,window_296--GCA_022698305.1,0.04462326261887345
window_352--NPDC049867,window_320--NPDC004259,0.05924002832192589
window_352--NPDC049867,window_324--NPDC006537,0.018532065349914657
window_352--NPDC049867,window_328--GCA_008704495.1,0.03901487442087295
window_352--NPDC049867,window_330--NPDC006439,0.018532065349914657
window_352--NPDC049867,window_332--NPDC053390,0.018532065349914657
window_352--NPDC049867,window_338--NPDC023457,0.018532065349914657
window_352--NPDC049867,window_343--GCA_039524935.1,0.03338136407300672
window_352--NPDC049867,window_352--NPDC049867,1.0
window_352--NPDC049867,window_359--NPDC005853,0.018460043721156186
window_352--NPDC049867,window_36--NPDC057840,0.006580550816475752
window_352--NPDC049867,window_37--NPDC025395,0.11314313582053158
window_352--NPDC049867,window_377--NPDC002055,0.018532065349914657
window_352--NPDC049867,window_38--NPDC057796,0.3528407705437698
window_352--NPDC049867,window_385--GCA_014654785.1,0.0021945866861741046
window_352--NPDC049867,window_389--NPDC053753,0.018532065349914657
window_352--NPDC049867,window_423--NPDC052115,0.04462326261887345
window_352--NPDC049867,window_430--NPDC057836,0.006580550816475752
window_352--NPDC049867,window_438--NPDC023046,0.018532065349914657
window_352--NPDC049867,window_439--NPDC041068,0.04462326261887345
window_352--NPDC049867,window_448--NPDC007050,0.018532065349914657
window_352--NPDC049867,window_455--NPDC057837,0.006580550816475752
window_352--NPDC049867,window_484--GCA_030490905.1,0.03376244838474618
window_352--NPDC049867,window_495--GCA_044326755.1,0.006580550816475752
window_352--NPDC049867,window_496--NPDC018347,0.009266032674957328
window_352--NPDC049867,window_50--NPDC052114,0.04462326261887345
window_352--NPDC049867,window_502--NPDC012751,0.009266032674957328
window_352--NPDC049867,window_510--GCA_014656295.1,0.007559131919044136
window_352--NPDC049867,window_512--NPDC051636,0.035844915874177034
window_352--NPDC049867,window_533--NPDC007986,0.018532065349914657
window_352--NPDC049867,window_534--NPDC031945,0.03376244838474618
window_352--NPDC049867,window_535--NPDC024387,0.009266032674957328
window_352--NPDC049867,window_538--NPDC021725,0.01850949829517779
window_352--NPDC049867,window_571--GCA_008042075.1,0.006583760058522314
window_352--NPDC049867,window_584--NPDC021736,0.01850949829517779
window_352--NPDC049867,window_591--GCA_006088715.1,0.05924002832192589
window_352--NPDC049867,window_601--NPDC045376,0.018532065349914657
window_352--NPDC049867,window_64--NPDC045938,0.018532065349914657
window_352--NPDC049867,window_644--NPDC021450,0.016825164594001466
window_352--NPDC049867,window_653--NPDC059887,0.018532065349914657
window_352--NPDC049867,window_657--NPDC053751,0.014630577907827362
window_352--NPDC049867,window_68--NPDC050504,0.07900512070226774
window_352--NPDC049867,window_680--GCA_014650495.1,0.018460043721156186
window_352--NPDC049867,window_690--NPDC020656,0.03376244838474618
window_352--NPDC049867,window_720--NPDC032246,0.018532065349914657
window_352--NPDC049867,window_734--NPDC020840,0.03376244838474618
window_352--NPDC049867,window_738--GCA_008704795.1,0.04462326261887345
window_352--NPDC049867,window_741--GCA_044326745.1,0.006580550816475752
window_352--NPDC049867,window_742--NPDC057838,0.006580550816475752
window_352--NPDC049867,window_747--NPDC021432,0.04462326261887345
window_352--NPDC049867,window_748--GCA_002556545.1,0.04462326261887345
window_352--NPDC049867,window_757--NPDC003691,0.03145574250182882
window_352--NPDC049867,window_781--GCA_044326795.1,0.006580550816475752
window_352--NPDC049867,window_790--NPDC053754,0.018532065349914657
window_352--NPDC049867,window_798--NPDC024139,0.018532065349914657
window_352--NPDC049867,window_807--GCA_003933965.1,0.006580550816475752
window_352--NPDC049867,window_815--NPDC057833,0.006580550816475752
window_352--NPDC049867,window_823--GCA_000590515.1,0.006088650754992694
window_352--NPDC049867,window_86--NPDC000785,0.06169227017800536
window_352--NPDC049867,window_9--GCA_036227125.1,0.004145330407217753
