Reference_GenBank,Other_GenBank,Jaccard_Similarity_Score
window_359--NPDC005853,window_106--GCA_900110755.1,0.03623188405797102
window_359--NPDC005853,window_120--NPDC004732,0.18115942028985507
window_359--NPDC005853,window_126--GCA_014649235.1,0.30676328502415456
window_359--NPDC005853,window_128--NPDC015242,0.06490384615384617
window_359--NPDC005853,window_136--NPDC007153,0.5
window_359--NPDC005853,window_159--GCA_005938145.1,0.3031026252983294
window_359--NPDC005853,window_202--NPDC001789,0.18115942028985507
window_359--NPDC005853,window_225--NPDC025244,0.18115942028985507
window_359--NPDC005853,window_236--NPDC045608,0.3381642512077295
window_359--NPDC005853,window_237--NPDC001922,0.30676328502415456
window_359--NPDC005853,window_254--GCA_014203475.1,0.30676328502415456
window_359--NPDC005853,window_267--NPDC046215,0.18115942028985507
window_359--NPDC005853,window_268--NPDC025403,0.08937198067632852
window_359--NPDC005853,window_296--GCA_022698305.1,0.30676328502415456
window_359--NPDC005853,window_320--NPDC004259,0.18115942028985507
window_359--NPDC005853,window_324--NPDC006537,0.18115942028985507
window_359--NPDC005853,window_328--GCA_008704495.1,0.1280193236714976
window_359--NPDC005853,window_330--NPDC006439,0.18115942028985507
window_359--NPDC005853,window_332--NPDC053390,0.18115942028985507
window_359--NPDC005853,window_338--NPDC023457,0.18115942028985507
window_359--NPDC005853,window_343--GCA_039524935.1,0.18115942028985507
window_359--NPDC005853,window_352--NPDC049867,0.18115942028985507
window_359--NPDC005853,window_359--NPDC005853,1.0
window_359--NPDC005853,window_36--NPDC057840,0.22355769230769237
window_359--NPDC005853,window_37--NPDC025395,0.18115942028985507
window_359--NPDC005853,window_377--NPDC002055,0.30676328502415456
window_359--NPDC005853,window_38--NPDC057796,0.18115942028985507
window_359--NPDC005853,window_385--GCA_014654785.1,0.021739130434782615
window_359--NPDC005853,window_389--NPDC053753,0.18115942028985507
window_359--NPDC005853,window_423--NPDC052115,0.30676328502415456
window_359--NPDC005853,window_430--NPDC057836,0.22355769230769237
window_359--NPDC005853,window_438--NPDC023046,0.18115942028985507
window_359--NPDC005853,window_439--NPDC041068,0.18115942028985507
window_359--NPDC005853,window_448--NPDC007050,0.18115942028985507
window_359--NPDC005853,window_455--NPDC057837,0.22355769230769237
window_359--NPDC005853,window_484--GCA_030490905.1,0.5
window_359--NPDC005853,window_495--GCA_044326755.1,0.06490384615384617
window_359--NPDC005853,window_496--NPDC018347,0.08937198067632852
window_359--NPDC005853,window_50--NPDC052114,0.30676328502415456
window_359--NPDC005853,window_502--NPDC012751,0.08937198067632852
window_359--NPDC005853,window_510--GCA_014656295.1,0.07246376811594205
window_359--NPDC005853,window_512--NPDC051636,0.30676328502415456
window_359--NPDC005853,window_533--NPDC007986,0.18115942028985507
window_359--NPDC005853,window_534--NPDC031945,0.5
window_359--NPDC005853,window_535--NPDC024387,0.08937198067632852
window_359--NPDC005853,window_538--NPDC021725,0.3031026252983294
window_359--NPDC005853,window_571--GCA_008042075.1,0.06521739130434785
window_359--NPDC005853,window_584--NPDC021736,0.3031026252983294
window_359--NPDC005853,window_591--GCA_006088715.1,0.18115942028985507
window_359--NPDC005853,window_601--NPDC045376,0.18115942028985507
window_359--NPDC005853,window_64--NPDC045938,0.18115942028985507
window_359--NPDC005853,window_644--NPDC021450,0.2898550724637681
window_359--NPDC005853,window_653--NPDC059887,0.18115942028985507
window_359--NPDC005853,window_657--NPDC053751,0.1449275362318841
window_359--NPDC005853,window_68--NPDC050504,0.18115942028985507
window_359--NPDC005853,window_680--GCA_014650495.1,1.0
window_359--NPDC005853,window_690--NPDC020656,0.5
window_359--NPDC005853,window_720--NPDC032246,0.18115942028985507
window_359--NPDC005853,window_734--NPDC020840,0.5
window_359--NPDC005853,window_738--GCA_008704795.1,0.30676328502415456
window_359--NPDC005853,window_741--GCA_044326745.1,0.06490384615384617
window_359--NPDC005853,window_742--NPDC057838,0.22355769230769237
window_359--NPDC005853,window_747--NPDC021432,0.18115942028985507
window_359--NPDC005853,window_748--GCA_002556545.1,0.18115942028985507
window_359--NPDC005853,window_757--NPDC003691,0.4758454106280194
window_359--NPDC005853,window_781--GCA_044326795.1,0.06490384615384617
window_359--NPDC005853,window_790--NPDC053754,0.18115942028985507
window_359--NPDC005853,window_798--NPDC024139,0.18115942028985507
window_359--NPDC005853,window_807--GCA_003933965.1,0.06490384615384617
window_359--NPDC005853,window_815--NPDC057833,0.22355769230769237
window_359--NPDC005853,window_823--GCA_000590515.1,0.05727923627684966
window_359--NPDC005853,window_86--NPDC000785,0.18115942028985507
window_359--NPDC005853,window_9--GCA_036227125.1,0.07729468599033817
