Reference_GenBank,Other_GenBank,Jaccard_Similarity_Score
window_455--NPDC057837,window_106--GCA_900110755.1,0.0007791195948578106
window_455--NPDC057837,window_120--NPDC004732,0.011297234125438258
window_455--NPDC057837,window_126--GCA_014649235.1,0.011297234125438258
window_455--NPDC057837,window_128--NPDC015242,0.6469248291571752
window_455--NPDC057837,window_136--NPDC007153,0.011297234125438258
window_455--NPDC057837,window_159--GCA_005938145.1,0.15357698289269053
window_455--NPDC057837,window_202--NPDC001789,0.011297234125438258
window_455--NPDC057837,window_225--NPDC025244,0.011297234125438258
window_455--NPDC057837,window_236--NPDC045608,0.011297234125438258
window_455--NPDC057837,window_237--NPDC001922,0.011297234125438258
window_455--NPDC057837,window_254--GCA_014203475.1,0.011297234125438258
window_455--NPDC057837,window_267--NPDC046215,0.011297234125438258
window_455--NPDC057837,window_268--NPDC025403,0.05025321386832878
window_455--NPDC057837,window_296--GCA_022698305.1,0.011297234125438258
window_455--NPDC057837,window_320--NPDC004259,0.011297234125438258
window_455--NPDC057837,window_324--NPDC006537,0.057265290222049084
window_455--NPDC057837,window_328--GCA_008704495.1,0.00857031554343592
window_455--NPDC057837,window_330--NPDC006439,0.057265290222049084
window_455--NPDC057837,window_332--NPDC053390,0.011297234125438258
window_455--NPDC057837,window_338--NPDC023457,0.057265290222049084
window_455--NPDC057837,window_343--GCA_039524935.1,0.011297234125438258
window_455--NPDC057837,window_352--NPDC049867,0.011297234125438258
window_455--NPDC057837,window_359--NPDC005853,0.035060381768601476
window_455--NPDC057837,window_36--NPDC057840,0.9719516945851188
window_455--NPDC057837,window_37--NPDC025395,0.011297234125438258
window_455--NPDC057837,window_377--NPDC002055,0.011297234125438258
window_455--NPDC057837,window_38--NPDC057796,0.011297234125438258
window_455--NPDC057837,window_385--GCA_014654785.1,0.00428515777171796
window_455--NPDC057837,window_389--NPDC053753,0.057265290222049084
window_455--NPDC057837,window_423--NPDC052115,0.011297234125438258
window_455--NPDC057837,window_430--NPDC057836,0.9719516945851188
window_455--NPDC057837,window_438--NPDC023046,0.057265290222049084
window_455--NPDC057837,window_439--NPDC041068,0.011297234125438258
window_455--NPDC057837,window_448--NPDC007050,0.057265290222049084
window_455--NPDC057837,window_455--NPDC057837,1.0
window_455--NPDC057837,window_484--GCA_030490905.1,0.011297234125438258
window_455--NPDC057837,window_495--GCA_044326755.1,0.2984028048305415
window_455--NPDC057837,window_496--NPDC018347,0.05025321386832878
window_455--NPDC057837,window_50--NPDC052114,0.011297234125438258
window_455--NPDC057837,window_502--NPDC012751,0.05025321386832878
window_455--NPDC057837,window_510--GCA_014656295.1,0.04752629528632645
window_455--NPDC057837,window_512--NPDC051636,0.011297234125438258
window_455--NPDC057837,window_533--NPDC007986,0.011297234125438258
window_455--NPDC057837,window_534--NPDC031945,0.011297234125438258
window_455--NPDC057837,window_535--NPDC024387,0.05025321386832878
window_455--NPDC057837,window_538--NPDC021725,0.15357698289269053
window_455--NPDC057837,window_571--GCA_008042075.1,0.12933385274639658
window_455--NPDC057837,window_584--NPDC021736,0.15357698289269053
window_455--NPDC057837,window_591--GCA_006088715.1,0.03467082197117258
window_455--NPDC057837,window_601--NPDC045376,0.057265290222049084
window_455--NPDC057837,window_64--NPDC045938,0.011297234125438258
window_455--NPDC057837,window_644--NPDC021450,0.007791195948578109
window_455--NPDC057837,window_653--NPDC059887,0.011297234125438258
window_455--NPDC057837,window_657--NPDC053751,0.011297234125438258
window_455--NPDC057837,window_68--NPDC050504,0.011297234125438258
window_455--NPDC057837,window_680--GCA_014650495.1,0.035060381768601476
window_455--NPDC057837,window_690--NPDC020656,0.011297234125438258
window_455--NPDC057837,window_720--NPDC032246,0.057265290222049084
window_455--NPDC057837,window_734--NPDC020840,0.011297234125438258
window_455--NPDC057837,window_738--GCA_008704795.1,0.011297234125438258
window_455--NPDC057837,window_741--GCA_044326745.1,0.2984028048305415
window_455--NPDC057837,window_742--NPDC057838,0.9719516945851188
window_455--NPDC057837,window_747--NPDC021432,0.011297234125438258
window_455--NPDC057837,window_748--GCA_002556545.1,0.011297234125438258
window_455--NPDC057837,window_757--NPDC003691,0.03467082197117258
window_455--NPDC057837,window_781--GCA_044326795.1,0.2984028048305415
window_455--NPDC057837,window_790--NPDC053754,0.011297234125438258
window_455--NPDC057837,window_798--NPDC024139,0.057265290222049084
window_455--NPDC057837,window_807--GCA_003933965.1,0.1308920919361122
window_455--NPDC057837,window_815--NPDC057833,0.9719516945851188
window_455--NPDC057837,window_823--GCA_000590515.1,0.00427682737169518
window_455--NPDC057837,window_86--NPDC000785,0.011297234125438258
window_455--NPDC057837,window_9--GCA_036227125.1,0.0023373587845734317
