Reference_GenBank,Other_GenBank,Jaccard_Similarity_Score
window_38--NPDC057796,window_106--GCA_900110755.1,0.0036764705882352954
window_38--NPDC057796,window_120--NPDC004732,0.10980392156862745
window_38--NPDC057796,window_126--GCA_014649235.1,0.07794117647058825
window_38--NPDC057796,window_128--NPDC015242,0.02302792748652622
window_38--NPDC057796,window_136--NPDC007153,0.033935546875
window_38--NPDC057796,window_159--GCA_005938145.1,0.0186046511627907
window_38--NPDC057796,window_202--NPDC001789,0.044852941176470595
window_38--NPDC057796,window_225--NPDC025244,0.03235294117647059
window_38--NPDC057796,window_236--NPDC045608,0.018554687500000003
window_38--NPDC057796,window_237--NPDC001922,0.01862745098039216
window_38--NPDC057796,window_254--GCA_014203475.1,0.07794117647058825
window_38--NPDC057796,window_267--NPDC046215,0.03355056722181994
window_38--NPDC057796,window_268--NPDC025403,0.00931372549019608
window_38--NPDC057796,window_296--GCA_022698305.1,0.07794117647058825
window_38--NPDC057796,window_320--NPDC004259,0.05953510436432637
window_38--NPDC057796,window_324--NPDC006537,0.03235294117647059
window_38--NPDC057796,window_328--GCA_008704495.1,0.03921568627450981
window_38--NPDC057796,window_330--NPDC006439,0.03235294117647059
window_38--NPDC057796,window_332--NPDC053390,0.03235294117647059
window_38--NPDC057796,window_338--NPDC023457,0.03235294117647059
window_38--NPDC057796,window_343--GCA_039524935.1,0.03355056722181994
window_38--NPDC057796,window_352--NPDC049867,0.30318627450980395
window_38--NPDC057796,window_359--NPDC005853,0.018554687500000003
window_38--NPDC057796,window_36--NPDC057840,0.006614404703576681
window_38--NPDC057796,window_37--NPDC025395,0.07965686274509805
window_38--NPDC057796,window_377--NPDC002055,0.01862745098039216
window_38--NPDC057796,window_38--NPDC057796,1.0
window_38--NPDC057796,window_385--GCA_014654785.1,0.01862745098039216
window_38--NPDC057796,window_389--NPDC053753,0.03235294117647059
window_38--NPDC057796,window_423--NPDC052115,0.044852941176470595
window_38--NPDC057796,window_430--NPDC057836,0.006614404703576681
window_38--NPDC057796,window_438--NPDC023046,0.03235294117647059
window_38--NPDC057796,window_439--NPDC041068,0.06127450980392158
window_38--NPDC057796,window_448--NPDC007050,0.03235294117647059
window_38--NPDC057796,window_455--NPDC057837,0.006614404703576681
window_38--NPDC057796,window_484--GCA_030490905.1,0.033935546875
window_38--NPDC057796,window_495--GCA_044326755.1,0.006614404703576681
window_38--NPDC057796,window_496--NPDC018347,0.00931372549019608
window_38--NPDC057796,window_50--NPDC052114,0.044852941176470595
window_38--NPDC057796,window_502--NPDC012751,0.00931372549019608
window_38--NPDC057796,window_510--GCA_014656295.1,0.007598039215686275
window_38--NPDC057796,window_512--NPDC051636,0.036029411764705886
window_38--NPDC057796,window_533--NPDC007986,0.03235294117647059
window_38--NPDC057796,window_534--NPDC031945,0.033935546875
window_38--NPDC057796,window_535--NPDC024387,0.00931372549019608
window_38--NPDC057796,window_538--NPDC021725,0.0186046511627907
window_38--NPDC057796,window_571--GCA_008042075.1,0.006617647058823533
window_38--NPDC057796,window_584--NPDC021736,0.0186046511627907
window_38--NPDC057796,window_591--GCA_006088715.1,0.05953510436432637
window_38--NPDC057796,window_601--NPDC045376,0.03235294117647059
window_38--NPDC057796,window_64--NPDC045938,0.03235294117647059
window_38--NPDC057796,window_644--NPDC021450,0.016911764705882355
window_38--NPDC057796,window_653--NPDC059887,0.03235294117647059
window_38--NPDC057796,window_657--NPDC053751,0.02843137254901961
window_38--NPDC057796,window_68--NPDC050504,0.06127450980392158
window_38--NPDC057796,window_680--GCA_014650495.1,0.018554687500000003
window_38--NPDC057796,window_690--NPDC020656,0.033935546875
window_38--NPDC057796,window_720--NPDC032246,0.03235294117647059
window_38--NPDC057796,window_734--NPDC020840,0.033935546875
window_38--NPDC057796,window_738--GCA_008704795.1,0.07794117647058825
window_38--NPDC057796,window_741--GCA_044326745.1,0.006614404703576681
window_38--NPDC057796,window_742--NPDC057838,0.006614404703576681
window_38--NPDC057796,window_747--NPDC021432,0.044852941176470595
window_38--NPDC057796,window_748--GCA_002556545.1,0.044852941176470595
window_38--NPDC057796,window_757--NPDC003691,0.031617647058823535
window_38--NPDC057796,window_781--GCA_044326795.1,0.006614404703576681
window_38--NPDC057796,window_790--NPDC053754,0.03235294117647059
window_38--NPDC057796,window_798--NPDC024139,0.03235294117647059
window_38--NPDC057796,window_807--GCA_003933965.1,0.006614404703576681
window_38--NPDC057796,window_815--NPDC057833,0.006614404703576681
window_38--NPDC057796,window_823--GCA_000590515.1,0.040881272949816395
window_38--NPDC057796,window_86--NPDC000785,0.044852941176470595
window_38--NPDC057796,window_9--GCA_036227125.1,0.0041666666666666675
