Reference_GenBank,Other_GenBank,Jaccard_Similarity_Score
window_296--GCA_022698305.1,window_106--GCA_900110755.1,0.0065992080950285975
window_296--GCA_022698305.1,window_120--NPDC004732,0.13418389793224816
window_296--GCA_022698305.1,window_126--GCA_014649235.1,1.0
window_296--GCA_022698305.1,window_128--NPDC015242,0.011868131868131872
window_296--GCA_022698305.1,window_136--NPDC007153,0.05633187772925764
window_296--GCA_022698305.1,window_159--GCA_005938145.1,0.07813871817383669
window_296--GCA_022698305.1,window_202--NPDC001789,0.10734711834579849
window_296--GCA_022698305.1,window_225--NPDC025244,0.033875934887813465
window_296--GCA_022698305.1,window_236--NPDC045608,0.03362445414847162
window_296--GCA_022698305.1,window_237--NPDC001922,0.08534975802903651
window_296--GCA_022698305.1,window_254--GCA_014203475.1,1.0
window_296--GCA_022698305.1,window_267--NPDC046215,0.033875934887813465
window_296--GCA_022698305.1,window_268--NPDC025403,0.017157941047074354
window_296--GCA_022698305.1,window_296--GCA_022698305.1,1.0
window_296--GCA_022698305.1,window_320--NPDC004259,0.10470743510778707
window_296--GCA_022698305.1,window_324--NPDC006537,0.033875934887813465
window_296--GCA_022698305.1,window_328--GCA_008704495.1,0.15442146942366916
window_296--GCA_022698305.1,window_330--NPDC006439,0.033875934887813465
window_296--GCA_022698305.1,window_332--NPDC053390,0.033875934887813465
window_296--GCA_022698305.1,window_338--NPDC023457,0.033875934887813465
window_296--GCA_022698305.1,window_343--GCA_039524935.1,0.033875934887813465
window_296--GCA_022698305.1,window_352--NPDC049867,0.07919049714034315
window_296--GCA_022698305.1,window_359--NPDC005853,0.05633187772925764
window_296--GCA_022698305.1,window_36--NPDC057840,0.011868131868131872
window_296--GCA_022698305.1,window_37--NPDC025395,0.10470743510778707
window_296--GCA_022698305.1,window_377--NPDC002055,0.05675318961724593
window_296--GCA_022698305.1,window_38--NPDC057796,0.13858336999560053
window_296--GCA_022698305.1,window_385--GCA_014654785.1,0.003959524857017159
window_296--GCA_022698305.1,window_389--NPDC053753,0.033875934887813465
window_296--GCA_022698305.1,window_423--NPDC052115,0.18653761548614164
window_296--GCA_022698305.1,window_430--NPDC057836,0.011868131868131872
window_296--GCA_022698305.1,window_438--NPDC023046,0.033875934887813465
window_296--GCA_022698305.1,window_439--NPDC041068,0.07919049714034315
window_296--GCA_022698305.1,window_448--NPDC007050,0.033875934887813465
window_296--GCA_022698305.1,window_455--NPDC057837,0.011868131868131872
window_296--GCA_022698305.1,window_484--GCA_030490905.1,0.05633187772925764
window_296--GCA_022698305.1,window_495--GCA_044326755.1,0.0355499790882476
window_296--GCA_022698305.1,window_496--NPDC018347,0.009678838539375277
window_296--GCA_022698305.1,window_50--NPDC052114,0.18653761548614164
window_296--GCA_022698305.1,window_502--NPDC012751,0.017157941047074354
window_296--GCA_022698305.1,window_510--GCA_014656295.1,0.014078310602727673
window_296--GCA_022698305.1,window_512--NPDC051636,0.05675318961724593
window_296--GCA_022698305.1,window_533--NPDC007986,0.033875934887813465
window_296--GCA_022698305.1,window_534--NPDC031945,0.05633187772925764
window_296--GCA_022698305.1,window_535--NPDC024387,0.017157941047074354
window_296--GCA_022698305.1,window_538--NPDC021725,0.07813871817383669
window_296--GCA_022698305.1,window_571--GCA_008042075.1,0.011878574571051478
window_296--GCA_022698305.1,window_584--NPDC021736,0.07813871817383669
window_296--GCA_022698305.1,window_591--GCA_006088715.1,0.10470743510778707
window_296--GCA_022698305.1,window_601--NPDC045376,0.033875934887813465
window_296--GCA_022698305.1,window_64--NPDC045938,0.06379234491860977
window_296--GCA_022698305.1,window_644--NPDC021450,0.075230972283326
window_296--GCA_022698305.1,window_653--NPDC059887,0.033875934887813465
window_296--GCA_022698305.1,window_657--NPDC053751,0.02639683238011439
window_296--GCA_022698305.1,window_68--NPDC050504,0.1328640563132424
window_296--GCA_022698305.1,window_680--GCA_014650495.1,0.05633187772925764
window_296--GCA_022698305.1,window_690--NPDC020656,0.05633187772925764
window_296--GCA_022698305.1,window_720--NPDC032246,0.033875934887813465
window_296--GCA_022698305.1,window_734--NPDC020840,0.05633187772925764
window_296--GCA_022698305.1,window_738--GCA_008704795.1,0.9384073911130664
window_296--GCA_022698305.1,window_741--GCA_044326745.1,0.0355499790882476
window_296--GCA_022698305.1,window_742--NPDC057838,0.011868131868131872
window_296--GCA_022698305.1,window_747--NPDC021432,0.16498020237571492
window_296--GCA_022698305.1,window_748--GCA_002556545.1,0.16498020237571492
window_296--GCA_022698305.1,window_757--NPDC003691,0.07831060272767267
window_296--GCA_022698305.1,window_781--GCA_044326795.1,0.03643377625375054
window_296--GCA_022698305.1,window_790--NPDC053754,0.033875934887813465
window_296--GCA_022698305.1,window_798--NPDC024139,0.033875934887813465
window_296--GCA_022698305.1,window_807--GCA_003933965.1,0.011868131868131872
window_296--GCA_022698305.1,window_815--NPDC057833,0.011868131868131872
window_296--GCA_022698305.1,window_823--GCA_000590515.1,0.011413520632133451
window_296--GCA_022698305.1,window_86--NPDC000785,0.10470743510778707
window_296--GCA_022698305.1,window_9--GCA_036227125.1,0.007479102507699077
